zdaid;zdaversion;zdacreated;zdachanged;zdaname;zdaxepsg2154;zdayepsg2154;zdcid;zdapostalregion;zdatown;zdatype
45114;45114-1338150;2014-12-29T15:31:51+00:00;2026-06-25T15:25:14+00:00;Fleurus;650849;6860993;71160;75106;Paris 6e;onstreetBus
42636;1382123-1239354;2014-12-29T00:00:00+00:00;2026-06-25T15:25:01+00:00;Cimetière Parisien d'Ivry;653740;6857149;70486;94041;Ivry-sur-Seine;onstreetBus
50769;50769-70472;2014-12-29T15:31:51+00:00;2026-06-25T15:24:54+00:00;Maurice Gunsbourg;656170;6856997;70472;94041;Ivry-sur-Seine;onstreetBus
46296;1382279-1239314;2014-12-29T00:00:00+00:00;2026-06-25T15:24:52+00:00;Carle Darthé;656542;6851182;69781;94022;Choisy-le-Roi;onstreetBus
58593;58593-1338043;2014-12-29T15:31:51+00:00;2026-06-25T15:24:50+00:00;Réaumur - Arts et Métiers;652660;6863045;482796;75103;Paris 3e;onstreetBus
44294;1320585-1320586;2014-12-29T00:00:00+00:00;2026-06-25T15:24:49+00:00;Vaillant-Couturier - Lénine;655829;6857719;421404;94041;Ivry-sur-Seine;onstreetBus
473621;1100593-1100710;2019-03-18T00:00:00+00:00;2026-06-25T15:24:35+00:00;Gare de Vitry sur Seine;656076;6855820;70313;94081;Vitry-sur-Seine;onstreetBus
473415;1373462-1327660;2019-03-13T00:00:00+00:00;2026-06-25T15:24:07+00:00;La Défense (voie Perronet Nord);644235;6866035;71517;92062;Puteaux;onstreetBus
44468;44468-69710;2014-12-29T15:31:51+00:00;2026-06-25T15:23:58+00:00;Pont d'Antony;648887;6850299;69710;92002;Antony;onstreetBus
45307;45307-73623;2014-12-29T15:31:51+00:00;2026-06-25T15:23:55+00:00;Porte de Vitry;654254;6858358;73623;75113;Paris 13e;onstreetBus
42745;42745-658073;2014-12-29T15:31:51+00:00;2026-06-25T15:23:51+00:00;Condorcet;641529;6871594;64979;78586;Sartrouville;onstreetBus
47433;47433-786732;2014-12-29T15:31:51+00:00;2026-06-25T15:23:48+00:00;Marché;654199;6843671;424007;91326;Juvisy-sur-Orge;onstreetBus
42618;1816443-1816445;2014-12-29T00:00:00+00:00;2026-06-25T15:21:35+00:00;Cimetière;665140;6871182;73458;93071;Sevran;onstreetBus
493622;1661479-1816411;2025-08-06T14:14:32+00:00;2026-06-25T14:58:11+00:00;Seine Parisii;639812;6873079;496642;95176;Cormeilles-en-Parisis;onstreetBus
473834;1815710-1105587;2019-03-25T00:00:00+00:00;2026-06-25T14:50:49+00:00;Gare de Lognes;673105;6859966;68123;77258;Lognes;onstreetBus
44051;44051-70488;2014-12-29T15:31:51+00:00;2026-06-25T03:37:55+00:00;Mairie d'Ivry;654726;6856970;70488;94041;Ivry-sur-Seine;metroStation
42344;1034573-1617093;2014-12-29T00:00:00+00:00;2026-06-25T03:37:55+00:00;Bobigny-Pantin - Raymond Queneau;657936;6866331;72039;93055;Pantin;metroStation
45056;45056-71403;2014-12-29T15:31:51+00:00;2026-06-25T03:37:53+00:00;Villiers;649819;6864792;71403;75108;Paris 8e;metroStation
462369;1641338-655066;2018-09-25T00:00:00+00:00;2026-06-25T03:37:53+00:00;Saint-Michel;651863;6861705;73620;75106;Paris 6e;metroStation
43298;43298-71840;2014-12-29T15:31:51+00:00;2026-06-25T03:37:53+00:00;Goncourt;653854;6863511;71840;75110;Paris 10e;metroStation
44642;1348015-1348016;2014-12-29T00:00:00+00:00;2026-06-25T03:37:53+00:00;Richelieu - Drouot;651479;6863749;71330;75109;Paris 9e;metroStation
490769;1569401-1533572;2024-01-19T17:14:40+00:00;2026-06-25T03:37:53+00:00;La Dhuys;660771;6864358;490782;93064;Rosny-sous-Bois;metroStation
42237;42237-1113542;2014-12-29T15:31:51+00:00;2026-06-25T03:37:53+00:00;Opéra;650986;6863638;71337;75109;Paris 9e;metroStation
42271;1026851-1209699;2014-12-29T00:00:00+00:00;2026-06-25T03:37:53+00:00;Avron;655834;6861456;71697;75120;Paris 20e;metroStation
42732;1035155-71893;2014-12-29T00:00:00+00:00;2026-06-25T03:37:53+00:00;Colonel Fabien;653832;6864367;71893;75110;Paris 10e;metroStation
42980;1347715-1347716;2014-12-29T00:00:00+00:00;2026-06-25T03:37:53+00:00;Faidherbe - Chaligny;654800;6861300;74001;75112;Paris 12e;metroStation
491861;1590925-1590932;2024-07-09T13:23:17+00:00;2026-06-24T16:31:53+00:00;Carrefour de l'Insurrection;648003;6858009;70611;92075;Vanves;onstreetBus
417898;700925-700940;2015-06-05T11:04:09+00:00;2026-06-24T16:31:53+00:00;Picardie;639762;6871985;65018;78586;Sartrouville;onstreetBus
50624;50624-72077;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Dieppe;644274;6866929;72077;92026;Courbevoie;onstreetBus
50812;50812-70461;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Barbusse - Vedrines;647508;6856973;70461;92046;Malakoff;onstreetBus
50770;50770-70417;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Rue de la Baignade;656241;6856609;70417;94081;Vitry-sur-Seine;onstreetBus
50789;50789-70037;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Rue des Jardins;651139;6853599;70037;94038;L'Haÿ-les-Roses;onstreetBus
50937;50937-73241;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Rue de la Pointe;667407;6863345;73241;93032;Gagny;onstreetBus
47245;47245-1206853;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Aubert;657667;6860796;71642;94067;Saint-Mandé;onstreetBus
47246;1802157-1802158;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Saint Louis;658446;6860703;417815;94080;Vincennes;onstreetBus
46040;46040-69635;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Petit Massy;648681;6849196;69635;92002;Antony;onstreetBus
59384;59384-654830;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Amélie;658264;6850311;415641;94078;Villeneuve-Saint-Georges;onstreetBus
50988;50988-64941;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Jean Mermoz;638979;6871460;64941;78586;Sartrouville;onstreetBus
46057;883285-883286;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Moscou - Rome;647409;6847997;63282;91377;Massy;onstreetBus
46303;1328812-69671;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Villeneuve - Triage RER;658613;6849822;69671;94078;Villeneuve-Saint-Georges;onstreetBus
46276;46276-1605300;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Verdun;657432;6858190;70634;94069;Saint-Maurice;onstreetBus
45103;45103-71253;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Rivoli - Pont Neuf;651912;6862392;71253;75101;Paris 1er;onstreetBus
47755;828136-660351;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Pierre Corby;646401;6855888;70317;92023;Clamart;onstreetBus
46403;46403-1652092;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Les Avernaises;653206;6849538;493244;91479;Paray-Vieille-Poste;onstreetBus
45061;45061-71129;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Volontaires - Lecourbe;649158;6860665;71129;75115;Paris 15e;onstreetBus
45010;45010-71090;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Versailles - Chardon Lagache;645859;6860173;71090;75116;Paris 16e;onstreetBus
46538;46538-71969;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Echangeur de Rosny;661331;6865303;71969;93064;Rosny-sous-Bois;onstreetBus
47839;47839-71125;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Pasteur - Lycée Buffon;649544;6860541;71125;75115;Paris 15e;onstreetBus
46663;1183332-1308671;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Musée / Emile Zola;646656;6858234;478861;92040;Issy-les-Moulineaux;onstreetBus
45306;45306-480291;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Masséna - Darmesteter;654084;6858310;412436;75113;Paris 13e;onstreetBus
473112;1639720-1244771;2019-03-11T00:00:00+00:00;2026-06-24T16:31:53+00:00;Bibliothèque Chevaleret / François Mitterrand;654149;6859052;71572;75113;Paris 13e;onstreetBus
473113;1087444-1244771;2019-03-11T00:00:00+00:00;2026-06-24T16:31:53+00:00;Bibliothèque Rue Mann;654361;6858930;71572;75113;Paris 13e;onstreetBus
45297;45297-70667;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Marcel Duchamp;653733;6858504;70667;75113;Paris 13e;onstreetBus
45293;45293-70984;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Choisy - Tolbiac;653061;6858654;70984;75113;Paris 13e;onstreetBus
45278;1323676-1323677;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Moulin des Prés (rue de Tolbiac);652550;6858640;71015;75113;Paris 13e;onstreetBus
45271;45271-71031;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Les Alpes;652973;6859285;71031;75113;Paris 13e;onstreetBus
45270;45270-71028;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Clisson;653435;6859271;71028;75113;Paris 13e;onstreetBus
45265;45265-71059;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Pascal;652113;6859686;71059;75113;Paris 13e;onstreetBus
46596;739338-739339;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Caron;644323;6866420;71550;92026;Courbevoie;onstreetBus
45263;45263-71564;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Caserne des Gardes;657399;6858915;71564;75112;Paris 12e;onstreetBus
58744;1802109-1804161;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Observatoire - Assas;651272;6860312;495913;75106;Paris 6e;onstreetBus
45431;1493349-1493350;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Jouvenet / Exelmens;646024;6860552;71123;75116;Paris 16e;onstreetBus
44056;44056-965596;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Maison Blanche;648524;6856948;70469;92020;Châtillon;onstreetBus
463830;1034913-1332150;2019-02-21T00:00:00+00:00;2026-06-24T16:31:53+00:00;Charenton - Écoles;656989;6858088;70648;94018;Charenton-le-Pont;onstreetBus
463832;1035022-1209700;2019-02-21T00:00:00+00:00;2026-06-24T16:31:53+00:00;Château d'Eau;652752;6863742;71333;75110;Paris 10e;onstreetBus
463828;1034899-1332133;2019-02-21T00:00:00+00:00;2026-06-24T16:31:53+00:00;Champs-Élysées - Clemenceau;649606;6863331;71305;75108;Paris 8e;onstreetBus
463829;1034907-71141;2019-02-21T00:00:00+00:00;2026-06-24T16:31:53+00:00;Chardon Lagache - Molitor;646148;6860792;71141;75116;Paris 16e;onstreetBus
44215;44215-62807;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Observatoire Camille Flammarion;653732;6844092;62807;91326;Juvisy-sur-Orge;onstreetBus
57482;57482-70129;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Edouard Til;654891;6854359;70129;94081;Vitry-sur-Seine;onstreetBus
57480;57480-845647;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Maurice Coutant;654924;6856425;426137;94041;Ivry-sur-Seine;onstreetBus
57487;57487-70194;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Henri de Vilmorin;655098;6854899;70194;94081;Vitry-sur-Seine;onstreetBus
43051;43051-71022;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Gallieni - Camille Desmoulins;646116;6859211;71022;92040;Issy-les-Moulineaux;onstreetBus
45665;1337956-71284;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Pyramides - Saint-Honoré / Pyramides - Tuileries;651002;6862890;71284;75101;Paris 1er;onstreetBus
45663;45663-73637;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Castiglione;650633;6863037;73637;75101;Paris 1er;onstreetBus
45722;1327142-1327143;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Camélias;657878;6855659;479895;94002;Alfortville;onstreetBus
45713;45713-731911;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Collège Guyard;659229;6855115;420298;94028;Créteil;onstreetBus
45701;1809117-1809237;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Feuillantines / École Normale Supérieure;651825;6860382;71112;75105;Paris 5e;onstreetBus
462073;976721-1337755;2018-08-07T00:00:00+00:00;2026-06-24T16:31:53+00:00;Convention - Saint-Charles;647350;6860637;482787;75115;Paris 15e;onstreetBus
44489;1338186-1338187;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Pont Neuf - Quai des Grands Augustins;651584;6861982;74042;75106;Paris 6e;onstreetBus
413083;519909-845641;2015-02-20T00:06:09+00:00;2026-06-24T16:31:53+00:00;Gymnase Auguste Delaune;654967;6856601;426136;94041;Ivry-sur-Seine;onstreetBus
45875;45875-70536;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Henri Gautherot;651898;6857462;70536;94037;Gentilly;onstreetBus
45868;45868-1242083;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Petit Pont;652038;6861579;415625;75105;Paris 5e;onstreetBus
44595;1350177-1350182;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Raspail - Jean Jaurès;652284;6857290;70517;94037;Gentilly;onstreetBus
44566;44566-1328970;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Prieur de la Côte d'Or;650473;6856821;70456;94003;Arcueil;onstreetBus
45887;1575920-1548187;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Hôpital Bicêtre - Benserade;652283;6856945;70445;94043;Le Kremlin-Bicêtre;onstreetBus
45989;45989-1639420;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Les Cottages;649516;6852847;69949;92071;Sceaux;onstreetBus
44622;1277493-1277494;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;République - Blum;658434;6856016;70341;94046;Maisons-Alfort;onstreetBus
45920;45920-70261;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Belvédère;652088;6855507;70261;94076;Villejuif;onstreetBus
43386;1346916-1346917;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Hôpital Saint-Vincent de Paul;651199;6859893;71074;75114;Paris 14e;onstreetBus
45914;45914-1332622;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Lycée Darius Milhaud - Benoit Malon;652173;6856160;482753;94043;Le Kremlin-Bicêtre;onstreetBus
54141;54141-70659;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Bruneseau;655155;6858473;70659;94041;Ivry-sur-Seine;onstreetBus
43472;43472-1647988;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Jean-Pierre Timbaud;653554;6862943;492967;75111;Paris 11e;onstreetBus
44798;44798-71256;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Saint-Claude;653488;6862381;71256;75103;Paris 3e;onstreetBus
43510;1350434-1350433;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;La Boétie - Champs-Élysées;649081;6863605;412695;75108;Paris 8e;onstreetBus
44847;44847-655380;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Sous Préfecture;651072;6853301;415678;94038;L'Haÿ-les-Roses;onstreetBus
494074;1676316-1571855;2025-09-30T10:18:34+00:00;2026-06-24T16:31:53+00:00;Institut Gustave Roussy - Entrée Principale;652132;6854999;478860;94076;Villejuif;onstreetBus
42266;976732-976733;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Avenue et Fort de Montrouge;650254;6856840;70438;94003;Arcueil;onstreetBus
42312;42312-71815;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Belleville - Ménilmontant;654746;6863160;71815;75111;Paris 11e;onstreetBus
42391;42391-1306980;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Brément;661086;6865357;71973;93053;Noisy-le-Sec;onstreetBus
42439;42439-70288;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Carnot - Aristide Briand;650291;6855646;70288;94016;Cachan;onstreetBus
473724;1102277-71313;2019-03-19T00:00:00+00:00;2026-06-24T16:31:53+00:00;Richelieu - 4 Septembre;651479;6863494;71313;75102;Paris 2e;onstreetBus
473729;1102326-73640;2019-03-19T00:00:00+00:00;2026-06-24T16:31:53+00:00;Rennes - Raspail;650687;6861088;73640;75106;Paris 6e;onstreetBus
473722;1250501-1249385;2019-03-19T00:00:00+00:00;2026-06-24T16:31:53+00:00;Pyrénées - Belleville;654890;6863946;71864;75119;Paris 19e;onstreetBus
53218;1327609-1327610;2014-12-29T00:00:00+00:00;2026-06-24T16:31:53+00:00;Jean Mermoz;647986;6856767;70419;92020;Châtillon;onstreetBus
473852;1106115-71161;2019-03-25T00:00:00+00:00;2026-06-24T16:31:53+00:00;Luxembourg;651603;6860938;71161;75105;Paris 5e;onstreetBus
473869;1364919-1375629;2019-03-25T00:00:00+00:00;2026-06-24T16:31:53+00:00;Gare de la Croix de Berny;648862;6851593;69813;92002;Antony;onstreetBus
473844;1105947-70427;2019-03-25T00:00:00+00:00;2026-06-24T16:31:53+00:00;Laplace RER;651079;6856694;70427;94003;Arcueil;onstreetBus
462834;1016910-69577;2019-01-10T00:00:00+00:00;2026-06-24T16:31:53+00:00;Coeur d'Orly;653773;6848293;69577;94054;Orly;onstreetBus
52117;52117-882542;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;Pierrelais - Fontenay;647654;6855564;70279;92020;Châtillon;onstreetBus
473668;1353752-828196;2019-03-19T00:00:00+00:00;2026-06-24T16:31:53+00:00;Pierre et Marie Curie - Métro;654207;6857458;70537;94041;Ivry-sur-Seine;onstreetBus
473638;1100925-1347959;2019-03-19T00:00:00+00:00;2026-06-24T16:31:53+00:00;Maubert - Mutualité;652201;6861280;71190;75105;Paris 5e;onstreetBus
473633;1100968-73658;2019-03-19T00:00:00+00:00;2026-06-24T16:31:53+00:00;Michel-Ange - Molitor;645830;6860845;73658;75116;Paris 16e;onstreetBus
473393;1615082-1119934;2019-03-13T00:00:00+00:00;2026-06-24T16:31:53+00:00;Gare d'Issy - Val de Seine;645970;6859078;71016;92040;Issy-les-Moulineaux;onstreetBus
463917;1035555-71124;2019-02-22T00:00:00+00:00;2026-06-24T16:31:53+00:00;Exelmans;645731;6860591;71124;75116;Paris 16e;onstreetBus
463902;1035505-71166;2019-02-22T00:00:00+00:00;2026-06-24T16:31:53+00:00;Église d'Auteuil;646411;6861100;71166;75116;Paris 16e;onstreetBus
42828;42828-657994;2014-12-29T15:31:51+00:00;2026-06-24T16:31:53+00:00;De Gaulle - Gounod - Tabanou;651620;6853613;70041;94038;L'Haÿ-les-Roses;onstreetBus
43721;43721-60307;2014-12-29T15:31:51+00:00;2026-06-08T14:54:45+00:00;Les Coccinelles;653453;6835091;60307;91086;Bondoufle;onstreetBus
43799;43799-60148;2014-12-29T15:31:51+00:00;2026-06-08T14:53:50+00:00;Les Tours;661438;6833006;60148;91174;Corbeil-Essonnes;onstreetBus
44021;44021-1435900;2014-12-29T15:31:51+00:00;2026-06-08T14:53:34+00:00;Mairie;661759;6834929;60301;91174;Corbeil-Essonnes;onstreetBus
49516;1804606-1804607;2014-12-29T15:31:51+00:00;2026-06-08T14:47:54+00:00;Église;683112;6837556;62448;77534;Yèbles;onstreetBus
473604;1802812-1274427;2019-03-18T00:00:00+00:00;2026-06-08T14:39:07+00:00;Gare de Vernouillet - Verneuil;625505;6876125;65691;78642;Verneuil-sur-Seine;onstreetBus
58931;1326554-1326555;2014-12-29T00:00:00+00:00;2026-06-08T13:20:11+00:00;Centre Commercial Bonneuil;662577;6851847;74062;94011;Bonneuil-sur-Marne;onstreetBus
55137;55137-67659;2014-12-29T15:31:51+00:00;2026-06-08T13:13:37+00:00;Collège Les Hyverneaux;672253;6849758;67659;77249;Lésigny;onstreetBus
43597;43597-67505;2014-12-29T15:31:51+00:00;2026-06-08T13:05:07+00:00;Lafayette;690512;6844855;67505;77192;Fontenay-Trésigny;onstreetBus
56165;56165-67495;2014-12-29T15:31:51+00:00;2026-06-08T12:35:28+00:00;Collège Mallarmé;690588;6844690;67495;77192;Fontenay-Trésigny;onstreetBus
52216;52216-66832;2014-12-29T15:31:51+00:00;2026-06-08T12:21:54+00:00;Pradine;634932;6883568;66832;95572;Saint-Ouen-l'Aumône;onstreetBus
48282;1684384-60722;2014-12-29T15:31:51+00:00;2026-06-08T12:06:26+00:00;Le Pavillon Du Garde / Les Bouleaux;652922;6838956;60722;91434;Morsang-sur-Orge;onstreetBus
44953;44953-72853;2014-12-29T15:31:51+00:00;2026-06-08T11:58:50+00:00;Tournebride;665020;6847978;72853;94004;Boissy-Saint-Léger;onstreetBus
49375;1183677-1183678;2014-12-29T00:00:00+00:00;2026-06-08T11:57:29+00:00;Fourches;676499;6836212;62389;77252;Limoges-Fourches;onstreetBus
51455;51455-66728;2014-12-29T15:31:51+00:00;2026-06-08T10:05:32+00:00;Les Chênes;631951;6882679;66728;95127;Cergy;onstreetBus
44132;44132-62483;2014-12-29T15:31:51+00:00;2026-06-08T09:35:06+00:00;Mélenfroy;704209;6838768;62483;77357;Pécy;onstreetBus
56253;56253-67557;2014-12-29T15:31:51+00:00;2026-06-08T09:32:21+00:00;La Jarrie;670767;6846471;67557;77450;Servon;onstreetBus
49520;1804537-1804538;2014-12-29T15:31:51+00:00;2026-06-08T09:11:31+00:00;Église;691637;6836771;62432;77010;Aubepierre-Ozouer-le-Repos;onstreetBus
56196;56196-67716;2014-12-29T15:31:51+00:00;2026-06-08T08:30:22+00:00;Centre Médical;686946;6851467;67716;77336;Neufmoutiers-en-Brie;onstreetBus
478719;1180489-1180491;2019-12-13T09:18:45+00:00;2026-06-06T10:38:17+00:00;ZAC Pillet;680741;6848205;478720;77215;Gretz-Armainvilliers;onstreetBus
49539;49539-67577;2014-12-29T15:31:51+00:00;2026-06-06T10:32:12+00:00;Rigny;698137;6847508;67577;77264;Lumigny-Nesles-Ormeaux;onstreetBus
56244;1533121-1533122;2014-12-29T15:31:51+00:00;2026-06-06T10:29:53+00:00;Place;680956;6846224;67547;77377;Presles-en-Brie;onstreetBus
48508;48508-60414;2014-12-29T15:31:51+00:00;2026-06-06T07:47:43+00:00;La Garenne;656045;6836092;60414;91228;Evry-Courcouronnes;onstreetBus
473551;1305867-1099262;2019-03-15T00:00:00+00:00;2026-06-06T06:46:57+00:00;Gare de Savigny-sur-Orge RER;652273;6841888;60987;91589;Savigny-sur-Orge;onstreetBus
48475;1494730-1461690;2014-12-29T15:31:51+00:00;2026-06-06T06:42:41+00:00;Ferme Neuve;654736;6839356;60776;91286;Grigny;onstreetBus
53875;1468949-1468950;2014-12-29T15:31:51+00:00;2026-06-06T06:34:06+00:00;Base Aérienne 217;650006;6833960;60225;91103;Brétigny-sur-Orge;onstreetBus
473357;1092751-1092782;2019-03-12T00:00:00+00:00;2026-06-06T06:19:59+00:00;Gare de Gretz-Armainvilliers;680034;6849503;67658;77215;Gretz-Armainvilliers;onstreetBus
463516;1030182-1032047;2019-02-12T09:17:37+00:00;2026-06-05T17:04:41+00:00;Davout - Lagny;656801;6861209;71670;75120;Paris 20e;onstreetBus
49449;49449-62598;2014-12-29T15:31:51+00:00;2026-06-05T14:28:47+00:00;Stade;697298;6842294;62598;77393;Rozay-en-Brie;onstreetBus
43540;43540-62378;2014-12-29T15:31:51+00:00;2026-06-05T14:26:44+00:00;La Fermeté;696240;6835637;62378;77381;Quiers;onstreetBus
493454;1798729-1798730;2025-06-19T08:16:38+00:00;2026-06-05T13:39:41+00:00;Amédée Gordini (Avenue de la Grande Borne);653890;6839933;493456;91687;Viry-Châtillon;onstreetBus
48336;1802878-1802877;2014-12-29T15:31:51+00:00;2026-06-05T09:55:58+00:00;Boieldieu;649860;6836940;60476;91570;Saint-Michel-sur-Orge;onstreetBus
51430;51430-66599;2014-12-29T15:31:51+00:00;2026-06-05T09:43:17+00:00;La Jachère;626294;6881530;66599;95388;Menucourt;onstreetBus
49404;49404-62243;2014-12-29T15:31:51+00:00;2026-06-05T09:05:44+00:00;Lady Lavoir;692210;6831464;62243;77317;Mormant;onstreetBus
44843;1804029-1804030;2014-12-29T00:00:00+00:00;2026-06-05T09:01:59+00:00;Sortie RD20;694255;6857160;67939;77154;Dammartin-sur-Tigeaux;onstreetBus
56141;1804007-1804008;2014-12-29T15:31:51+00:00;2026-06-05T08:47:08+00:00;Station de Covoiturage (RN4);695281;6842692;67399;77031;Bernay-Vilbert;onstreetBus
473382;1320481-1806054;2019-03-13T00:00:00+00:00;2026-06-05T08:27:57+00:00;Pont Alexandre III;649689;6862753;71274;75107;Paris 7e;onstreetBus
473064;1255586-1244776;2019-03-10T00:00:00+00:00;2026-06-04T12:50:00+00:00;Gare Montereau;695776;6808889;61414;77305;Montereau-Fault-Yonne;onstreetBus
427219;1373230-1105641;2017-11-14T00:00:00+00:00;2026-06-03T22:41:08+00:00;Nogent-sur-Marne RER - Pierre Semard;661255;6859652;71590;94052;Nogent-sur-Marne;onstreetBus
473830;1373423-1105537;2019-03-25T00:00:00+00:00;2026-06-03T22:41:08+00:00;Bry-sur-Marne RER;665224;6860565;73166;94015;Bry-sur-Marne;onstreetBus
50163;1803589-1803590;2014-12-29T00:00:00+00:00;2026-06-03T12:30:49+00:00;Lycée Évariste Galois - Collège Colette;638730;6870173;64815;78586;Sartrouville;onstreetBus
59135;59135-1187328;2014-12-29T15:31:51+00:00;2026-06-03T12:01:10+00:00;De Gaulle;682039;6849624;479066;77470;Tournan-en-Brie;onstreetBus
47209;47209-853362;2014-12-29T15:31:51+00:00;2026-06-03T12:01:10+00:00;Sécurité Sociale;683376;6848664;426361;77470;Tournan-en-Brie;onstreetBus
45076;1802335-1802336;2014-12-29T00:00:00+00:00;2026-06-03T12:01:10+00:00;ZI Charles de Gaulle;672069;6844531;67491;77053;Brie-Comte-Robert;onstreetBus
480606;1234621-1234627;2021-02-02T00:00:00+00:00;2026-06-03T12:01:10+00:00;Einstein;677000;6851313;480607;77350;Ozoir-la-Ferrière;onstreetBus
47822;47822-1612205;2014-12-29T15:31:51+00:00;2026-06-03T12:01:10+00:00;Collège Simone Veil;666555;6845087;72817;94047;Mandres-les-Roses;onstreetBus
46573;1250479-1435467;2014-12-29T00:00:00+00:00;2026-06-03T12:01:10+00:00;Belle Croix;677447;6850958;463333;77350;Ozoir-la-Ferrière;onstreetBus
56205;56205-1206876;2014-12-29T15:31:51+00:00;2026-06-03T12:01:10+00:00;Brèche aux Loups;676500;6851675;67721;77350;Ozoir-la-Ferrière;onstreetBus
56202;56202-67695;2014-12-29T15:31:51+00:00;2026-06-03T12:01:10+00:00;Antenne;675474;6851141;67695;77350;Ozoir-la-Ferrière;onstreetBus
56207;56207-67694;2014-12-29T15:31:51+00:00;2026-06-03T12:01:10+00:00;Campanules;675788;6851036;67694;77350;Ozoir-la-Ferrière;onstreetBus
56210;56210-67628;2014-12-29T15:31:51+00:00;2026-06-03T12:01:10+00:00;Val des Dames;682022;6848773;67628;77470;Tournan-en-Brie;onstreetBus
58886;851261-851262;2014-12-29T00:00:00+00:00;2026-06-03T12:01:10+00:00;Alfred de Vigny;680037;6849002;67575;77215;Gretz-Armainvilliers;onstreetBus
